country,continent,income_level,counterpart_area
South Africa,Africa,Upper middle income,Czechia
South Korea,Asia,High income,Czechia
South Korea,Asia,High income,Greece
St. Helena,Africa,,EU Institutions
St. Lucia,America,Upper middle income,European Development Fund
St. Lucia,America,Upper middle income,South Korea
St. Lucia,America,Upper middle income,UN Development Programme
St. Lucia,America,Upper middle income,UN Population Fund
St. Vincent and the Grenadines,America,Upper middle income,South Korea
Sudan,Africa,Low income,Oman
Sudan,Africa,Low income,Qatar
Sudan,Africa,Low income,Slovakia
Syria,Asia,Low income,Islamic Development Bank
Syria,Asia,Low income,New Zealand
Taiwan,Asia,High income,Australia
Taiwan,Asia,High income,Czechia
Taiwan,Asia,High income,Greece
Tajikistan,Asia,Lower middle income,Czechia
Tajikistan,Asia,Lower middle income,Multiple Lenders
Tajikistan,Asia,Lower middle income,Poland
Timor-Leste,Asia,Lower middle income,Slovakia
Togo,Africa,Low income,Czechia
Togo,Africa,Low income,Denmark
Togo,Africa,Low income,Ireland
Togo,Africa,Low income,Islamic Development Bank
Togo,Africa,Low income,Luxembourg
Tokelau,Oceania,,France
Trinidad and Tobago,America,High income,UN Population Fund
Tunisia,Africa,Lower middle income,Czechia
Tunisia,Africa,Lower middle income,Finland
Turkmenistan,Asia,Upper middle income,Austria
Turkmenistan,Asia,Upper middle income,Greece
Turkmenistan,Asia,Upper middle income,Ireland
Turkmenistan,Asia,Upper middle income,Switzerland
Tuvalu,Oceania,Upper middle income,Germany
Türkiye,Asia,Upper middle income,Malta
Uganda,Africa,Low income,Czechia
Uganda,Africa,Low income,Kuwait
Uganda,Africa,Low income,Luxembourg
Uganda,Africa,Low income,Slovakia
Ukraine,Europe,Lower middle income,Latvia
Ukraine,Europe,Lower middle income,Slovakia
United Arab Emirates,Asia,High income,Islamic Development Bank
United Arab Emirates,Asia,High income,United States
Uruguay,America,High income,Australia
Uruguay,America,High income,Czechia
Uruguay,America,High income,Greece
Uzbekistan,Asia,Lower middle income,China
Uzbekistan,Asia,Lower middle income,Ireland
Uzbekistan,Asia,Lower middle income,Slovakia
Venezuela,America,,Czechia
Yemen,Asia,Low income,Slovakia
Zambia,Africa,Low income,Global Environment Facility
Zambia,Africa,Low income,Luxembourg
Zimbabwe,Africa,Lower middle income,China
Zimbabwe,Africa,Lower middle income,Czechia
Zimbabwe,Africa,Lower middle income,Luxembourg
Afghanistan,Asia,Low income,Slovakia
Albania,Europe,Upper middle income,Council of Europe
Albania,Europe,Upper middle income,Hungary
Albania,Europe,Upper middle income,North Macedonia
Algeria,Africa,Lower middle income,Ireland
Angola,Africa,Lower middle income,Global Environment Facility
Angola,Africa,Lower middle income,New Zealand
Angola,Africa,Lower middle income,Slovakia
Antigua and Barbuda,America,High income,Austria
Antigua and Barbuda,America,High income,Germany
Argentina,America,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Argentina,America,Upper middle income,Slovakia
Armenia,Asia,Upper middle income,Australia
Armenia,Asia,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Azerbaijan,Asia,Upper middle income,Ireland
Azerbaijan,Asia,Upper middle income,Lithuania
Azerbaijan,Asia,Upper middle income,Luxembourg
Azerbaijan,Asia,Upper middle income,Slovakia
Bahrain,Asia,High income,Belgium
Bahrain,Asia,High income,Netherlands
Bahrain,Asia,High income,United States
Bangladesh,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Belarus,Europe,Upper middle income,Armenia
Belarus,Europe,Upper middle income,Slovakia
Belarus,Europe,Upper middle income,UNICEF
Belarus,Europe,Upper middle income,United Arab Emirates
Belize,America,Upper middle income,Austria
Belize,America,Upper middle income,Finland
Benin,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Bhutan,Asia,Lower middle income,Finland
Bosnia and Herzegovina,Europe,Upper middle income,Hungary
Bosnia and Herzegovina,Europe,Upper middle income,OPEC Fund for International Development
Bosnia and Herzegovina,Europe,Upper middle income,Slovakia
Brazil,America,Upper middle income,United Arab Emirates
British Virgin Islands,America,High income,UN Development Programme
Burkina Faso,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Burkina Faso,Africa,Low income,Multiple Lenders
Burundi,Africa,Low income,Arab Bank for Economic Development in Africa
Burundi,Africa,Low income,European Economic Community
Burundi,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Cambodia,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Cambodia,Asia,Lower middle income,India
Cambodia,Asia,Lower middle income,United Arab Emirates
Cameroon,Africa,Lower middle income,United Arab Emirates
Central African Republic,Africa,Low income,Czechia
Central African Republic,Africa,Low income,Denmark
Central African Republic,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Central African Republic,Africa,Low income,United Arab Emirates
Chile,America,High income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Chile,America,High income,Greece
China,Asia,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
China,Asia,Upper middle income,Hungary
Colombia,America,Upper middle income,Hungary
Colombia,America,Upper middle income,Slovakia
Comoros,Africa,Lower middle income,Mauritius
Comoros,Africa,Lower middle income,South Korea
Comoros,Africa,Lower middle income,Switzerland
Congo Republic,Africa,Lower middle income,Russia
Cook Islands,Oceania,,EU Institutions
Costa Rica,America,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Costa Rica,America,Upper middle income,Greece
Cote d'Ivoire,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Cote d'Ivoire,Africa,Lower middle income,Multiple Lenders
Cote d'Ivoire,Africa,Lower middle income,New Zealand
Croatia,Europe,High income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Croatia,Europe,High income,Hungary
Cuba,America,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Cuba,America,Upper middle income,Slovakia
Cuba,America,Upper middle income,South Korea
Cyprus,Asia,High income,Hungary
DR Congo,Africa,Low income,Arab Bank for Economic Development in Africa
DR Congo,Africa,Low income,Brazil
DR Congo,Africa,Low income,European Economic Community
DR Congo,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
DR Congo,Africa,Low income,International Monetary Fund
DR Congo,Africa,Low income,OPEC Fund for International Development
Djibouti,Africa,Lower middle income,African Development Fund
Dominica,America,Upper middle income,Bahamas
Dominica,America,Upper middle income,Belize
Dominican Republic,America,Upper middle income,Ireland
Ecuador,America,Upper middle income,Central American Bank for Economic Integration
Ecuador,America,Upper middle income,Hungary
Ecuador,America,Upper middle income,Slovakia
El Salvador,America,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Equatorial Guinea,Africa,Upper middle income,Austria
Equatorial Guinea,Africa,Upper middle income,Sweden
Eritrea,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Eswatini,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Eswatini,Africa,Lower middle income,Switzerland
Ethiopia,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Ethiopia,Africa,Low income,Nordic Development Fund
Gabon,Africa,Upper middle income,Arab Bank for Economic Development in Africa
Gabon,Africa,Upper middle income,Development Bank of the Central African States
Gabon,Africa,Upper middle income,European Development Fund
Gabon,Africa,Upper middle income,International Fund for Agricultural Development
Gambia,Africa,Low income,Greece
Georgia,Asia,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Georgia,Asia,Upper middle income,Hungary
Georgia,Asia,Upper middle income,Luxembourg
Ghana,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Ghana,Africa,Lower middle income,Russia
Ghana,Africa,Lower middle income,Serbia
Gibraltar,Europe,High income,Israel
Guinea,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Guinea-Bissau,Africa,Low income,Luxembourg
Guyana,America,Upper middle income,Greece
Guyana,America,Upper middle income,Italy
Haiti,America,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Honduras,America,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Honduras,America,Lower middle income,Nordic Development Fund
India,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Indonesia,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Indonesia,Asia,Lower middle income,Malaysia
Iran,Asia,Lower middle income,Hungary
Iran,Asia,Lower middle income,Lithuania
Iran,Asia,Lower middle income,Luxembourg
Iran,Asia,Lower middle income,Portugal
Iraq,Asia,Upper middle income,Australia
Iraq,Asia,Upper middle income,Denmark
Iraq,Asia,Upper middle income,Estonia
Iraq,Asia,Upper middle income,Hungary
Iraq,Asia,Upper middle income,Iceland
Iraq,Asia,Upper middle income,Lithuania
Iraq,Asia,Upper middle income,Portugal
Israel,Asia,High income,Türkiye
Jamaica,America,Upper middle income,Hungary
Jordan,Asia,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Jordan,Asia,Upper middle income,Hungary
Jordan,Asia,Upper middle income,Ireland
Jordan,Asia,Upper middle income,Saudi Arabia
Kazakhstan,Asia,Upper middle income,Estonia
Kazakhstan,Asia,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Kazakhstan,Asia,Upper middle income,Hungary
Kenya,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Kuwait,Asia,High income,New Zealand
Kuwait,Asia,High income,Spain
Kuwait,Asia,High income,Türkiye
Kyrgyz Republic,Asia,Lower middle income,Estonia
Kyrgyz Republic,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Kyrgyz Republic,Asia,Lower middle income,Hungary
Laos,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Laos,Asia,Lower middle income,Slovakia
Lebanon,Asia,Lower middle income,Denmark
Lebanon,Asia,Lower middle income,Lithuania
Lebanon,Asia,Lower middle income,Multiple Lenders
Lesotho,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Lesotho,Africa,Lower middle income,South Korea
Liberia,Africa,Low income,Belgium
Liberia,Africa,Low income,Czechia
Liberia,Africa,Low income,Greece
Liberia,Africa,Low income,New Zealand
Liberia,Africa,Low income,United Arab Emirates
Libya,Africa,Upper middle income,Slovakia
Macau,Asia,High income,Switzerland
Madagascar,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Malawi,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Malawi,Africa,Low income,Islamic Development Bank
Malaysia,Asia,Upper middle income,Belgium
Maldives,Asia,Upper middle income,Global Environment Facility
Mali,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Mali,Africa,Low income,Ireland
Malta,Europe,High income,United States
Mauritius,Africa,Upper middle income,Mauritius
Moldova,Europe,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Moldova,Europe,Upper middle income,Hungary
Moldova,Europe,Upper middle income,Portugal
Mongolia,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Mongolia,Asia,Lower middle income,Hungary
Mongolia,Asia,Lower middle income,Slovakia
Montserrat,America,,UN Development Programme
Morocco,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Morocco,Africa,Lower middle income,Israel
Mozambique,Africa,Low income,Czechia
Mozambique,Africa,Low income,Slovakia
Myanmar,Asia,Lower middle income,Luxembourg
Nauru,Oceania,High income,France
Nauru,Oceania,High income,Norway
Nepal,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Nepal,Asia,Lower middle income,Slovakia
Nicaragua,America,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Niger,Africa,Low income,Economic Community of West African States
Niger,Africa,Low income,European Development Fund
Niger,Africa,Low income,Slovakia
Nigeria,Africa,Lower middle income,African Development Fund
Nigeria,Africa,Lower middle income,China
Nigeria,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Nigeria,Africa,Lower middle income,United Arab Emirates
North Korea,Asia,Low income,Denmark
North Korea,Asia,Low income,Spain
North Korea,Asia,Low income,Türkiye
North Korea,Asia,Low income,UN High Commissioner for Refugees
North Macedonia,Europe,Upper middle income,Finland
North Macedonia,Europe,Upper middle income,Hungary
North Macedonia,Europe,Upper middle income,Slovakia
Oman,Asia,High income,Australia
Oman,Asia,High income,Belgium
Pakistan,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Pakistan,Asia,Lower middle income,Hungary
Pakistan,Asia,Lower middle income,Kuwait
Pakistan,Asia,Lower middle income,Slovakia
Palestine,Asia,Lower middle income,Hungary
Panama,America,High income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Paraguay,America,Upper middle income,South Africa
Peru,America,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Philippines,Asia,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Qatar,Asia,High income,United States
Russia,Europe,Upper middle income,Thailand
Rwanda,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Rwanda,Africa,Low income,Portugal
Sao Tome and Principe,Africa,Lower middle income,Israel
Sao Tome and Principe,Africa,Lower middle income,Russia
Saudi Arabia,Asia,High income,United States
Senegal,Africa,Lower middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Serbia,Europe,Upper middle income,European Union
Serbia,Europe,Upper middle income,Global Environment Facility
Serbia,Europe,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Serbia,Europe,Upper middle income,Hungary
Seychelles,Africa,High income,Czechia
Sierra Leone,Africa,Low income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
Sierra Leone,Africa,Low income,Greece
Sierra Leone,Africa,Low income,Saudi Arabia
Singapore,Asia,High income,Israel
Singapore,Asia,High income,South Korea
Slovenia,Europe,High income,Denmark
Slovenia,Europe,High income,Hungary
Solomon Islands,Oceania,Lower middle income,Canada
Solomon Islands,Oceania,Lower middle income,France
Solomon Islands,Oceania,Lower middle income,Norway
South Africa,Africa,Upper middle income,"Global Fund to Fight AIDS, Tuberculosis and Malaria"
South Africa,Africa,Upper middle income,Poland
South Africa,Africa,Upper middle income,Slovakia
